All-In-One Workstation Sinks,min_mat,avg_mat,max_mat,min_lab,avg_lab,max_lab,Anchors,Asphalt Crack Filler,Butcher Block,Dewatering Bags,Dryer Vent Caps,Cross Braces,Anti-Fog Mirrors,Bracket,Armstrong Ceilings,Accessories,Base Cap,Bluetooth Speaker,Bathroom Vanities with Tops,Finished,ADA Compliant Toilets,Adhesives,Alloy,1-Hole Faucets,Corner Angles,Corner Beads,Chain Link Fencing,2-n-1 Extension Step Ladders,Fixed,Area Rugs,Attachments,Shower Benches
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Metal Siding Trim,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Mounting Blocks,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Siding Tools,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Skirting,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Soffit,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Stone Veneer Siding,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Trim,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Vinyl Siding,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Wood Siding,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Z Flashing,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Handrails,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Installation Kits,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Interior Railings,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Interior Stair Parts,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Stair Balusters,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Stair Newel Posts,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Stair Nosing,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Stair Risers,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Stair Treads,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Staircase Kits,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Air Compressors,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Air Tools,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Automotive,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Hand Tools,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Nail Guns,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Outdoor Power Equipment,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Power Tools,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Safety and Security Tools,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Safety Equipment,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Shop Vacuums,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Tool Storage,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Water Damage Remediation,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Welding and Soldering Tools,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Workwear,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Aluminum Windows,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Awning Windows,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Bay Windows,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Blinds,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Casement Windows,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Clad Wood Windows,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Curtains,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Double-Hung Windows,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Drapes,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Egress Windows,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Exterior Shutters,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Insulated Windows,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Picture Windows,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Plantation Shutters,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Shades,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Shaped Windows,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Single-Hung Windows,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Sliding Windows,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Vinyl Windows,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Window Film,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Window Latches,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Window Locks,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Window Screens,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Window Security Bars,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Window Well Covers,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Window Wells,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Wood Windows,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,Accessories,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,Attic Ladders,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,Extension Ladders,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,Fire Escape Ladders,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,Leaning Step Ladders,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,Library Ladders,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,Multi-Position Ladders,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,Orchard Ladders,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,Platform Ladders,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,Podium Ladders,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,Step Ladders,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,Step Stools,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,Straight Ladders,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,Trestle Ladders,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,Work Platform,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,Gauge: 16,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,Red,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,Swivel Plate,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,Swivel Plate: No,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Batt Insulation,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Blow-In Insulation,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Fiberglass Insulation,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Foam Board Insulation,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,House Tape,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,House Wrap,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Roll Insulation,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Spray Foam Insulation,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Supports,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Base Kits,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Column Cap,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Column Hardware,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Column Wraps,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Round,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Square,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Artificial Grass,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Backsplash Tile,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Bamboo Flooring,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Bathroom Flooring,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Carpet,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Carpet Pad,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Carpet Tile,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Ceramic Tile,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Cork Flooring,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Engineered Hardwood,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Floor Tile,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Flooring Adhesives,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Flooring Supplies,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Flooring Tools,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Flooring Underlayment,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Foam Gym Mats,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Garage Floor Mats,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Garage Floor Tile,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Garage Flooring,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Garage Flooring Rolls,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Glue Down Flooring,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Grip Strip Flooring,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Gym Flooring,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Hardwood Flooring,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Hybrid Resilient Flooring,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Indoor Carpet,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Interlocking Floor Mats,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Interlocking Gym Mats,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Kitchen Backsplashes,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Kitchen Flooring,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Laminate Floor Tile,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Laminate Flooring,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Laminate Wood Flooring,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Mats,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Mosaic Tile,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Moulding and Trim,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Outdoor Carpet,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Outdoor Rugs,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Peel and Stick Backsplashes,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Peel and Stick Vinyl Flooring,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Porcelain Tile,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Rugs,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Runner Rugs,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Scratch-Resistant Flooring,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Sheet Vinyl Flooring,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Shower Tile,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Slip-Resistant Flooring,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Solid Hardwood Flooring,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Stain-Resistant Flooring,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Subway Tile,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Subway Tiles Backsplashes,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Surface Prep,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Tile Grout,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Tile Mortar,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Tile Saws,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Under Flooring Heating,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,VCT Tile,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Vinyl Flooring,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Vinyl Plank Flooring,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Vinyl Tile,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,Waterproof Flooring,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Appearance Boards,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Dimensional Lumber,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Framing Lumber,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Hardwood Plywood,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Lattice,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,MDF,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Oriented Strand Board (OSB),,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Pressure Treated Lumber,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Project Panels,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,PVC Trim Boards,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Sanded Plywood,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Sheathing Plywood,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Shims,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Shiplap,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Softwood Boards,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Studs,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Timber,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Tongue and Groove Boards,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Trusses,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Wall Paneling,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Wood Veneer,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Woodshop Projects,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Cupolas,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Flashings,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Leak Barrier,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Metal Roofing,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Ridge Vents,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Roll Roofing,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Roof Coatings,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Roof Panels,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Roof Seam Tape,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Roof Shingles,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Roof Snow Guards,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Roofing Tools,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Roofing Underlayment,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Starter Strip Shingles,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Underlayment,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,,Cantilever Racks,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,,Dollies,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,,Drum Handling Equipment,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,,Eoslift in Lifting Equipment,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,,Forklifts,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,,Lifting Equipment,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,,Loading Dock Equipment,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,,Pallet Stands,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,,Pallets,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,,Platform Trucks,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,,Safety and Traffic Control,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,,Vestil in Lifting Equipment,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,Shower Caddies
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,Shower Chairs
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,Shower Filtration Systems
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,Shower Plumbing Parts
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,Steam Shower Generators
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,Tub to Shower Conversion
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,Tub Transfer Benches
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Cabinet Doors,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Cabinet Handles,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Corner Cabinets,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Door Samples,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Drawer Base Cabinets,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Medicine Cabinets,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Outdoor Cabinets,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Painted Cabinets,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Sink Base Cabinets,,,,,,,,,,,,,,,,
,38.25,45.0,54.0,18.0,29.25,40.5,,,,,,,,,,Stained Cabinets,,,,,,,,,,,,,,,,
